broker_consultancy,Rent,Builtup Area,appartment_type,Deposit,Bathrooms,Facing,Address,Apartment Name,Status
"Jain Estate Consultant
AGENT
-","58,000",1200,2,No Deposit,2 bathrooms,,"Seawoods, Mumbai",Juhi Greens,Unfurnished
"Happy Homes
AGENT
-","17,500",950,2,No Deposit,2 bathrooms,East facing,"Virar, Mumbai",Agarwal Meadows,Unfurnished
"Aaradhya Properties
AGENT
-",1.3 L,1377,3,No Deposit,2 bathrooms,East facing,"Jogeshwari East, Mumbai",Oberoi Splendor,Furnished
"Esspee Wintrade Consultants Pvt Ltd
AGENT
-","61,000",1130,2,No Deposit,1 bathrooms,NorthWest facing,"Kurla, Mumbai",Kohinoor City,Semi-Furnished
"Prime Millennium
AGENT
-","52,000",1500,3,No Deposit,2 bathrooms,,"Ghansoli, Mumbai",Neelkanth Sunberry,Semi-Furnished
"Vikas
AGENT
-","15,000",1120,2,No Deposit,2 bathrooms,NorthEast facing,"Ulwe, Mumbai",KK Moreshwar,Unfurnished
"Nirav Patel
AGENT
-","72,000",870,2,No Deposit,2 bathrooms,NorthEast facing,"Andheri East, Mumbai",,Furnished
"Desire Key
AGENT
-","23,000",317,1,No Deposit,2 bathrooms,NorthEast facing,"Thane West, Mumbai",,Furnished
"PropTalk
AGENT
-",1.4 L,800,2,No Deposit,2 bathrooms,,"Bandra West, Mumbai",,Semi-Furnished
"Madhusudhan
AGENT
-","25,001",560,1,No Deposit,2 bathrooms,NorthWest facing,"Bhandup West, Mumbai",Srishti Elegance,Semi-Furnished
"Siddhivinayak Properties
AGENT
-","21,000",870,2,No Deposit,2 bathrooms,East facing,"Dombivali, Mumbai",Regency Regency Anantam,Semi-Furnished
"Property Vision
AGENT
-",1.4 L,1450,3,No Deposit,3 bathrooms,East facing,"Powai, Mumbai",Hiranandani Gardens Valencia,Furnished
"Iyer Real Estate
AGENT
-","58,000",800,2,No Deposit,1 bathrooms,NorthWest facing,"Chembur, Mumbai",Reputed Builder Purbani,Semi-Furnished
"Raj Enterprises
AGENT
-","47,000",1200,2,No Deposit,2 bathrooms,,"Koper Khairane, Mumbai",Proviso Dhanishtha,Furnished
"Individual Agent
AGENT
-","50,000",950,2,No Deposit,2 bathrooms,North facing,"Goregaon West, Mumbai",Empire Towers,Semi-Furnished
"Arya Property
AGENT
-",2 L,2100,4,No Deposit,4 bathrooms,North facing,"Andheri West, Mumbai",,Semi-Furnished
"Prashant
AGENT
-","46,000",1100,3,No Deposit,3 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Semi-Furnished
"Bhavya Realtors
AGENT
-",1.4 L,1480,3,4 L deposit,4 bathrooms,,"Wadala, Mumbai",Lodha New Cuffe Parade Lodha Dioro And Elisium 41st To 45th Floor,Semi-Furnished
"Shree Swami Samartha Property Consultant Ulwe Navi Mumbai
AGENT
-","82,000",1350,2,No Deposit,2 bathrooms,,"Seawoods, Mumbai",Cidco NRI Complex,Furnished
"Surabhi Realtor
AGENT
-","22,000",910,2,No Deposit,2 bathrooms,,"Thane West, Mumbai",,Unfurnished
"DH Property
AGENT
-","30,000",950,2,No Deposit,2 bathrooms,,"Thane West, Mumbai",Runwal Garden City,Semi-Furnished
"S P PROPERTIES
AGENT
-","35,000",1050,2,1.25 L deposit,2 bathrooms,,"Thane West, Mumbai",ACME Ozone Phase 2,Semi-Furnished
"Satguru Real Estate
AGENT
-","7,500",510,1,No Deposit,1 bathrooms,,"Taloje, Mumbai",,Semi-Furnished
"Royal Enterprises
AGENT
-","65,000",1560,3,1 L deposit,3 bathrooms,,"Koper Khairane, Mumbai",Pranjee Marina,Semi-Furnished
"Pracock Housing
AGENT
-","30,000",1200,2,No Deposit,2 bathrooms,,"Thane West, Mumbai",SD Bhalerao Jaydeep Park,Semi-Furnished
"Faizan Hamidi
AGENT
-",1.1 L,1060,3,No Deposit,2 bathrooms,,"Agripada, Mumbai",Y H Ibrahim Residency,Semi-Furnished
"SUNRISE REALTY
AGENT
-","12,000",700,1,No Deposit,1 bathrooms,,"Kalyan East, Mumbai",Pappu Sahajeevan Residency,Unfurnished
"SN Properties
AGENT
-",1.1 L,1550,3,No Deposit,3 bathrooms,,"Goregaon West, Mumbai",Kalpataru Radiance,Semi-Furnished
"Umesh Sahu
AGENT
-","80,000",1800,3,No Deposit,3 bathrooms,,"Seawoods, Mumbai",L And T Seawoods Residences Phase 3,Semi-Furnished
"Ansh Housing
AGENT
-","84,000",1250,3,No Deposit,2 bathrooms,,"Kandivali East, Mumbai",Sea Gundecha Trillium,Furnished
"Shree Swami Samarth Properties
AGENT
-","80,000",800,2,No Deposit,2 bathrooms,,"Andheri West, Mumbai",,Semi-Furnished
"Shree Krishna Real Estate
AGENT
-",1.15 L,1926,3,No Deposit,3 bathrooms,,"Mulund West, Mumbai",Oberoi Eternia Towers A To D,Semi-Furnished
"Neev Properties
AGENT
-","55,000",850,2,No Deposit,2 bathrooms,East facing,"Ghansoli, Mumbai",Neelkanth Sunberry,Furnished
"Ramson Pr
AGENT
-","70,000",1200,2,No Deposit,2 bathrooms,,"Ville Parle West, Mumbai",Swaraj Homes Kapole Society,Furnished
"Individual Agent
AGENT
-","50,000",1080,2,No Deposit,2 bathrooms,,"Andheri East, Mumbai",Reputed Builder Manavsthal Height,Semi-Furnished
"Book My Home
AGENT
-","13,500",980,2,No Deposit,1 bathrooms,,"Nala Sopara, Mumbai",Sadguru Sky Heights,Unfurnished
"Choudhary Enterprises
AGENT
-","65,000",550,1,No Deposit,1 bathrooms,NorthEast facing,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished
"Harmony Realtors
AGENT
-","63,000",1250,2,No Deposit,2 bathrooms,,"Nerul, Mumbai",Reputed Builder Lenyadri Tower,Furnished
"Great Om Realtors
AGENT
-",1.5 L,2325,3,No Deposit,3 bathrooms,SouthWest facing,"Parel, Mumbai",L And T L&T Crescent Bay,Semi-Furnished
"Shiv Property Real Estate
AGENT
-","27,000",350,1,No Deposit,1 bathrooms,,"Andheri West, Mumbai",,Semi-Furnished
"Jaipuria Estate Agency
AGENT
-",3.5 L,3230,4,No Deposit,5 bathrooms,,"Goregaon East, Mumbai",Oberoi Esquire,Semi-Furnished
"Heritage Home Associates
AGENT
-","75,000",900,2,No Deposit,2 bathrooms,East facing,"Andheri West, Mumbai",Avinash Builders Avinash Tower,Furnished
"Disilva Properties
AGENT
-","25,000",600,1,No Deposit,2 bathrooms,,"Dahisar West, Mumbai",,Unfurnished
"Vritee Properties
AGENT
-","77,000",2000,3,No Deposit,3 bathrooms,NorthEast facing,"Kharghar, Mumbai",Paradise Sai Mannat,Furnished
"Properties Mela
AGENT
-","31,000",595,1,1 L deposit,1 bathrooms,,"Hiranandani Estates, Mumbai",Reputed Builder Capri Chs Ltd,Furnished
"Only One Property Solutions
AGENT
-","12,000",846,2,No Deposit,1 bathrooms,,"Nala Sopara, Mumbai",Dudhwala Ayan Residency Phase 1,Unfurnished
"Parasrampuria Realtors
AGENT
-",3 L,3200,4,No Deposit,5 bathrooms,North facing,"Goregaon East, Mumbai",Oberoi Esquire,Semi-Furnished
"Sai Enterprises
AGENT
-","24,500",650,1,"60,000 deposit",1 bathrooms,,"Ghansoli, Mumbai",,Semi-Furnished
"Hari Om Estate
AGENT
-","60,000",850,2,No Deposit,3 bathrooms,West facing,"Malad West, Mumbai",,Furnished
"Jai Mata Di
AGENT
-","14,000",630,1,No Deposit,2 bathrooms,East facing,"Virar, Mumbai",Poonam Park View Phase I,Semi-Furnished
"Maruti Estate Agents
AGENT
-","27,000",450,1,No Deposit,2 bathrooms,East facing,"Kandivali East, Mumbai",Lokhandwala Spring Leaf,Semi-Furnished
"Mihir Desai
AGENT
-","65,000",510,1,No Deposit,1 bathrooms,,"Powai, Mumbai",Hiranandani Regent Hill C D And E Wing,Semi-Furnished
"Aakansha Estate Consultancy
AGENT
-","70,000",890,2,No Deposit,2 bathrooms,North facing,"Powai, Mumbai",L And T Emerald Isle T16,Semi-Furnished
"V P Realtors
AGENT
-",1.09 L,1600,3,No Deposit,3 bathrooms,East facing,"Andheri West, Mumbai",Reputed Builder Akanksha Towers,Semi-Furnished
"Gupta Ji
AGENT
-","10,200",560,1,No Deposit,2 bathrooms,,"Kalyan West, Mumbai",Mahindra Happinest Kalyan Project A,Unfurnished
"Kanishka Properties
AGENT
-","16,000",300,1,No Deposit,1 bathrooms,South facing,"Powai, Mumbai",,Unfurnished
"Shanti Realtors
AGENT
-","30,000",650,1,No Deposit,2 bathrooms,North facing,"Thane West, Mumbai",Hiranandani Solitaire Studio Apartment,Semi-Furnished
"Swagat Properties
AGENT
-","30,000",668,2,No Deposit,2 bathrooms,East facing,"Thane West, Mumbai",Piramal Vaikunth Thane,Unfurnished
"Sahai Estates
AGENT
-",2.9 L,1700,4,No Deposit,3 bathrooms,,"Worli, Mumbai",Runwal Reserve,Semi-Furnished
"Raj Alma
AGENT
-","39,000",510,1,No Deposit,1 bathrooms,,"Malad East, Mumbai",Sethia Prathmesh Avenue,Furnished
"Vedant Housing
AGENT
-","65,000",1250,2,No Deposit,2 bathrooms,East facing,"Andheri West, Mumbai",Neminath Luxeria,Unfurnished
"Rana Enterprises
AGENT
-","10,300",1000,2,No Deposit,2 bathrooms,,"Antarli, Mumbai",,Semi-Furnished
"SHIBAM REAL ESTATE AND PROPERTY CONSULTANT
AGENT
-","45,000",850,1,No Deposit,2 bathrooms,NorthEast facing,"Vikhroli, Mumbai",Godrej Garden Enclave,Semi-Furnished
"GIRISH S BAJAJ
AGENT
-","14,000",651,1,No Deposit,2 bathrooms,,"Kalwa, Mumbai",,Unfurnished
"UTKARSH ASSOCIATES
AGENT
-","35,000",1270,2,No Deposit,2 bathrooms,NorthEast facing,"Ulwe, Mumbai",Ishwar Aura,Furnished
"Aashiyana Properties
AGENT
-","64,000",650,2,No Deposit,2 bathrooms,,"Andheri West, Mumbai",Platinum Prive,Semi-Furnished
"EDEN PROPERTY SOLUTIONS
AGENT
-","16,000",950,2,No Deposit,2 bathrooms,,"Shil Phata, Mumbai",Om Paraiso,Unfurnished
"Landmark Home
AGENT
-","50,000",1040,2,No Deposit,2 bathrooms,North facing,"Hiranandani Estates, Mumbai",,Furnished
"Narayan Enterprises
AGENT
-","22,000",1200,2,No Deposit,2 bathrooms,,"Ulwe, Mumbai",Gurukrupa Tulsi Heights,Unfurnished
"Prashant
AGENT
-","35,999",700,2,No Deposit,2 bathrooms,East facing,"Thane West, Mumbai",Raymond Ten X Habitat Raymond Realty Tower E,Unfurnished
"Propbay India LLP
AGENT
-",4.75 L,2250,4,No Deposit,4 bathrooms,West facing,"Khar West, Mumbai",,Furnished
"Sales Office
AGENT
-","53,000",1200,2,No Deposit,2 bathrooms,North facing,"Seawoods, Mumbai",L And T Seawoods Residences Phase I,Semi-Furnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,East facing,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,East facing,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,East facing,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,East facing,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","3,000",450,1,No Deposit,1 bathrooms,East facing,"Badlapur East, Mumbai",Sagar Platinum Sagar Jewels,Unfurnished
"Seller
VERIFIED OWNER","55,000",600,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Swaraj Homes Little Flower Apartment,Furnished
"Seller
VERIFIED OWNER","55,000",600,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Swaraj Homes Little Flower Apartment,Furnished
"CHERRISH ESTATE CONSULTANTS
AGENT
-","50,000",600,1,No Deposit,2 bathrooms,East facing,"Andheri East, Mumbai",,Furnished
"Ankur Real Estate Agent Palghar
AGENT
-","4,500",650,1,No Deposit,2 bathrooms,West facing,"Palghar, Mumbai",Srushti Shri Rajendra Srushti,Semi-Furnished
"Ankur Real Estate Agent Palghar
AGENT
-","4,500",650,1,No Deposit,2 bathrooms,West facing,"Palghar, Mumbai",Srushti Shri Rajendra Srushti,Semi-Furnished
"Ankur Real Estate Agent Palghar
AGENT
-","4,500",650,1,No Deposit,2 bathrooms,West facing,"Palghar, Mumbai",Srushti Shri Rajendra Srushti,Semi-Furnished
"Ankur Real Estate Agent Palghar
AGENT
-","4,500",650,1,No Deposit,2 bathrooms,West facing,"Palghar, Mumbai",Srushti Shri Rajendra Srushti,Semi-Furnished
"Ankur Real Estate Agent Palghar
AGENT
-","4,500",650,1,No Deposit,2 bathrooms,West facing,"Palghar, Mumbai",Srushti Shri Rajendra Srushti,Semi-Furnished
"Balaji Propiedad
AGENT
-","50,000",865,2,No Deposit,2 bathrooms,,"Vikhroli, Mumbai",Dotom Blumen,Semi-Furnished
"ROYAL REALTY
AGENT
-","75,000",1235,3,No Deposit,2 bathrooms,,"Kandivali East, Mumbai",Kalpataru Towers,Furnished
"Balaji Propiedad
AGENT
-","40,000",735,2,No Deposit,2 bathrooms,NorthWest facing,"Vikhroli, Mumbai",Aditya Purnima Pride,Semi-Furnished
"Sakshi Esate Consultancy
AGENT
-","32,000",700,1,No Deposit,2 bathrooms,North facing,"Bhandup West, Mumbai",Reputed Builder HDIL Dreams Co Operative Housing Society,Semi-Furnished
"Sakshi Esate Consultancy
AGENT
-","55,000",1440,3,No Deposit,2 bathrooms,East facing,"Bhandup West, Mumbai",Mahindra Splendour,Semi-Furnished
"Sakshi Esate Consultancy
AGENT
-","32,000",700,1,No Deposit,2 bathrooms,North facing,"Bhandup West, Mumbai",Reputed Builder HDIL Dreams Co Operative Housing Society,Semi-Furnished
"Balaji Propiedad
AGENT
-","40,000",735,2,No Deposit,2 bathrooms,NorthWest facing,"Vikhroli, Mumbai",Aditya Purnima Pride,Semi-Furnished
"Kalyani Real Estate
AGENT
-","25,000",830,2,No Deposit,2 bathrooms,East facing,"Thane West, Mumbai",Siddhi Highland Gardens,Semi-Furnished
"Kalyani Real Estate
AGENT
-","32,000",830,2,No Deposit,2 bathrooms,East facing,"Thane West, Mumbai",Everest World Phase 3,Semi-Furnished
"ROYAL REALTY
AGENT
-","65,000",1100,3,No Deposit,2 bathrooms,,"Kandivali East, Mumbai",Kalpataru Gardens II,Semi-Furnished
"ROYAL REALTY
AGENT
-","67,000",1100,3,No Deposit,2 bathrooms,,"Kandivali East, Mumbai",Kalpataru Gardens II,Semi-Furnished
"Dedhia Realtors
AGENT
-",3 L,3000,4,No Deposit,4 bathrooms,,"Juhu, Mumbai",,Furnished
"SN Properties
AGENT
-","75,000",1200,2,No Deposit,2 bathrooms,,"Goregaon West, Mumbai",Kalpataru Radiance,Unfurnished
"Prashant
AGENT
-","33,000",600,1,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Prashant
AGENT
-","43,000",950,2,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Sahara Properties
AGENT
-","29,000",510,1,No Deposit,2 bathrooms,,"Malad West, Mumbai",Reputed Builder Rishikesh CHS,Unfurnished
"Prashant
AGENT
-","32,000",600,1,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Prashant
AGENT
-","38,000",850,2,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Prashant
AGENT
-","37,000",850,2,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Prashant
AGENT
-","38,000",850,2,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Prashant
AGENT
-","42,500",950,2,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Amardeep Anutham,Unfurnished
"Jain Estate Consultant
AGENT
-","58,000",1200,2,No Deposit,2 bathrooms,East facing,"Seawoods, Mumbai",Juhi Greens,Unfurnished
"DH Property
AGENT
-","75,000",1665,3,No Deposit,3 bathrooms,,"Mulund West, Mumbai",Oberoi Enigma And Eternia,Semi-Furnished
"DH Property
AGENT
-","28,000",585,1,No Deposit,2 bathrooms,,"Mulund East, Mumbai",Arihant Shiv Chandra SRA CHS,Unfurnished
"Dheeraj Pandey
AGENT
-","16,000",225,1,No Deposit,1 bathrooms,,"Powai, Mumbai",,Unfurnished
"Robin Dsouza
AGENT
-",1.75 L,1200,2,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Reputed Builder Land Breeze,Semi-Furnished
"Robin Dsouza
AGENT
-","85,000",600,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",,Furnished
"Robin Dsouza
AGENT
-","93,000",610,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",,Semi-Furnished
"Rutu Real Estate
AGENT
-","22,000",535,1,No Deposit,1 bathrooms,,"Thane West, Mumbai",Reputed Builder Rutu Park,Semi-Furnished
"Durga Realtors
AGENT
-",8 L,3100,5,No Deposit,6 bathrooms,,"Lower Parel, Mumbai",Lodha Trump Tower Mumbai,Semi-Furnished
"Durga Realtors
AGENT
-",1.05 L,1100,2,No Deposit,2 bathrooms,,"Parel, Mumbai",Peninsula Ashok Gardens,Semi-Furnished
"Durga Realtors
AGENT
-",1.9 L,1450,3,No Deposit,3 bathrooms,,"Agripada, Mumbai",Komal Aurum Heights,Furnished
"Durga Realtors
AGENT
-",5.5 L,2800,4,No Deposit,4 bathrooms,,"Lower Parel, Mumbai",Lodha World Crest,Furnished
"Robin Dsouza
AGENT
-",1 L,650,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Swaraj Homes Pali Heights Apartment,Furnished
"Robin Dsouza
AGENT
-",1 L,620,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Kryshnajay Pali Hill Navroze Premises CHSL,Furnished
"Durga Realtors
AGENT
-",5 L,2750,5,No Deposit,6 bathrooms,,"Parel, Mumbai",Kalpataru Avana,Semi-Furnished
"Robin Dsouza
AGENT
-",1.35 L,1200,2,No Deposit,2 bathrooms,,"Bandra West, Mumbai",,Semi-Furnished
"Robin Dsouza
AGENT
-",1.5 L,1250,2,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Reputed Builder Kismet,Furnished
"Robin Dsouza
AGENT
-","75,000",600,1,No Deposit,2 bathrooms,,"Khar West, Mumbai",,Semi-Furnished
"Dedhia Realtors
AGENT
-",4 L,2100,5,No Deposit,6 bathrooms,,"vile parle west, Mumbai",,Unfurnished
"Durga Realtors
AGENT
-",3.75 L,1850,3,No Deposit,3 bathrooms,,"Worli, Mumbai",Kalpataru Horizon,Semi-Furnished
"Durga Realtors
AGENT
-",2.5 L,1650,3,No Deposit,4 bathrooms,,"Worli, Mumbai",Lodha Kiara,Semi-Furnished
"Robin Dsouza
AGENT
-",2 L,1200,2,No Deposit,2 bathrooms,,"Bandra West, Mumbai",,Semi-Furnished
"Robin Dsouza
AGENT
-",1.85 L,1600,3,No Deposit,3 bathrooms,,"Bandra West, Mumbai",Supreme Corner View,Semi-Furnished
"Happy Homes
AGENT
-","12,000",650,1,No Deposit,2 bathrooms,East facing,"Virar, Mumbai",Virar Bolinj Sai Aashirwad CHSL,Unfurnished
"Rutu Real Estate
AGENT
-","42,000",864,2,No Deposit,2 bathrooms,,"Thane West, Mumbai",Kalpataru Paramount B,Semi-Furnished
"Durga Realtors
AGENT
-",3.8 L,1880,3,No Deposit,4 bathrooms,,"Lower Parel, Mumbai",Reputed Builder The World Tower,Semi-Furnished
"Surabhi Realtor
AGENT
-","22,000",617,1,No Deposit,1 bathrooms,,"Thane West, Mumbai",Vijay Orovia,Unfurnished
"Robin Dsouza
AGENT
-",1.9 L,1310,2,No Deposit,2 bathrooms,,"Bandra West, Mumbai",Swaraj Homes Bandstand Building,Furnished
"Robin Dsouza
AGENT
-","97,000",610,1,No Deposit,2 bathrooms,,"Bandra West, Mumbai",,Semi-Furnished
"Robin Dsouza
AGENT
-",1.25 L,1100,2,No Deposit,2 bathrooms,,"Khar West, Mumbai",,Semi-Furnished
"Durga Realtors
AGENT
-",8 L,3100,5,No Deposit,6 bathrooms,,"Lower Parel, Mumbai",Lodha Trump Tower Mumbai,Semi-Furnished
"Durga Realtors
AGENT
-",1.05 L,1100,2,No Deposit,2 bathrooms,,"Parel, Mumbai",Peninsula Ashok Gardens,Semi-Furnished
"Durga Realtors
AGENT
-",1.9 L,1450,3,No Deposit,3 bathrooms,,"Agripada, Mumbai",Komal Aurum Heights,Furnished
"Durga Realtors
AGENT
-",5.5 L,2800,4,No Deposit,4 bathrooms,,"Lower Parel, Mumbai",Lodha World Crest,Furnished
"Durga Realtors
AGENT
-",8 L,4800,5,No Deposit,6 bathrooms,,"Worli, Mumbai",Omkar 1973,Semi-Furnished
"Durga Realtors
AGENT
-",3.5 L,2300,3,No Deposit,4 bathrooms,,"Prabhadevi, Mumbai",Siddhivinayak Horizon,Furnished
"Dedhia Realtors
AGENT
-",4 L,2200,4,No Deposit,5 bathrooms,,"Juhu, Mumbai",,Unfurnished
"Durga Realtors
AGENT
-",2.75 L,1800,3,No Deposit,4 bathrooms,,"Worli, Mumbai",Lodha Kiara,Unfurnished
"Durga Realtors
AGENT
-",8.25 L,3300,5,No Deposit,6 bathrooms,,"Lower Parel, Mumbai",Lodha Trump Tower Mumbai,Semi-Furnished
"Durga Realtors
AGENT
-",4.25 L,2400,3,No Deposit,4 bathrooms,,"Lower Parel, Mumbai",Lodha World One,Furnished
"Robin Dsouza
AGENT
-","75,000",600,1,No Deposit,2 bathrooms,,"Khar West, Mumbai",,Semi-Furnished
"Dedhia Realtors
AGENT
-",4 L,2100,5,No Deposit,6 bathrooms,,"vile parle west, Mumbai",,Unfurnished
"Durga Realtors
AGENT
-",3.75 L,1850,3,No Deposit,3 bathrooms,,"Worli, Mumbai",Kalpataru Horizon,Semi-Furnished
"Durga Realtors
AGENT
-",2.5 L,1650,3,No Deposit,4 bathrooms,,"Worli, Mumbai",Lodha Kiara,Semi-Furnished
"Property Vision
AGENT
-",2.3 L,2150,3,No Deposit,3 bathrooms,East facing,"Powai, Mumbai",Reputed Builder Lakefront Solitaire,Semi-Furnished
"Property Vision
AGENT
-",1.3 L,1250,2,No Deposit,2 bathrooms,East facing,"Powai, Mumbai",Hiranandani Castle Rock,Semi-Furnished
"Property Vision
AGENT
-","40,000",555,1,No Deposit,2 bathrooms,East facing,"Kanjurmarg, Mumbai",Kanakia Zenworld Phase II,Semi-Furnished
"Property Vision
AGENT
-",1.15 L,1150,2,No Deposit,2 bathrooms,East facing,"Powai, Mumbai",Hiranandani Glen Croft,Semi-Furnished
"Property Vision
AGENT
-",1 L,1250,2,No Deposit,2 bathrooms,West facing,"Powai, Mumbai",Hiranandani Castle Rock,Semi-Furnished
"Property Vision
AGENT
-",1.3 L,1250,2,No Deposit,2 bathrooms,East facing,"Powai, Mumbai",Hiranandani Zen Atlantis,Furnished
"Karunakar Jha
AGENT
-","36,000",1145,2,No Deposit,2 bathrooms,NorthWest facing,"Kharghar, Mumbai",Arihant Aradhana,Furnished
